suburb,postal_code,street_code,place,province
PAPKUILSFONTEIN,,3310,ESTCOURT,KwaZulu Natal
PHAPHANKULU,,3310,ESTCOURT,KwaZulu Natal
SHAYAMOYA,3310,,ESTCOURT,KwaZulu Natal
SOBABILI,3310,,ESTCOURT,KwaZulu Natal
WEMBEZI,3310,3310,ESTCOURT,KwaZulu Natal
ZWELISHA,3310,,ESTCOURT,KwaZulu Natal
DRAYCOTT,3312,,ESTCOURT,KwaZulu Natal
SINAMUVA,3313,,ESTCOURT,KwaZulu Natal
BOMBAY ROAD,3319,,ESTCOURT,KwaZulu Natal
WEENEN,3325,,ESTCOURT,KwaZulu Natal
LOSKOP,3330,,ESTCOURT,KwaZulu Natal
COLENSO,3360,3360,ESTCOURT,KwaZulu Natal
ETHWATHWA SQUARE,,1519,ETHWATHWA,Gauteng
DEVON,2260,2260,EVANDER,Mpumalanga
EENDRAG,2266,2266,EVANDER,Mpumalanga
KINROSS,2270,2270,EVANDER,Mpumalanga
KINROSS EXT 25,2270,2270,EVANDER,Mpumalanga
KINROSS UIT 25,2270,2270,EVANDER,Mpumalanga
AFGHANISTAN EXT 25,2280,2280,EVANDER,Mpumalanga
AFGHANISTAN UIT 25,2280,2280,EVANDER,Mpumalanga
EVANDER,2280,2280,EVANDER,Mpumalanga
TORNAKA,,2284,EVANDER,Mpumalanga
EMBALENHLE,2285,2285,EVANDER,Mpumalanga
EMBALENHLE EXT 20,2285,2285,EVANDER,Mpumalanga
EMBALENHLE UIT 20,2285,2285,EVANDER,Mpumalanga
LANGVERWAGT EXT 17,,2285,EVANDER,Mpumalanga
LANGVERWAGT UIT 17,,2285,EVANDER,Mpumalanga
MBALENTLE,,2285,EVANDER,Mpumalanga
EXCELSIOR,9760,9760,EXCELSIOR,Free State
MAHLATSOETSA,9760,9760,EXCELSIOR,Free State
MAHLATSWETSA,9760,9760,EXCELSIOR,Free State
DULCIES NEK,9766,,EXCELSIOR,Free State
EZINDLOVINI,4349,,EZINDLOVINI,KwaZulu Natal
FAERIE GLEN EXT 1,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 1,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 2,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 2,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 24,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 24,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 3,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 3,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 32,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 32,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 34,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 34,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 36,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 36,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 37,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 37,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 4,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 4,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 45,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 45,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 48,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 48,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 6,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 6,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 7,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 7,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 70,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 70,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 71,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 71,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 8,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 8,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 9,43,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 9,43,81,FAERIE GLEN,Gauteng
FAIRVIEW,43,,FAERIE GLEN,Gauteng
FAERIE GLEN EXT 61,,81,FAERIE GLEN,Gauteng
FAERIE GLEN UIT 61,,81,FAERIE GLEN,Gauteng
CROYDON,,7130,FAURE,Western Cape
FAURESMITH,9978,9978,FAURESMITH,Free State
IPOPENG,9978,9978,FAURESMITH,Free State
VRAYVILLE,9978,,FAURESMITH,Free State
CALEDONPARK,,9730,FICKSBURG,Free State
FICKSBURG ZONE 5,9730,9730,FICKSBURG,Free State
FICKSBURG SONE 5,9730,9730,FICKSBURG,Free State
MEQHELENG,9732,9730,FICKSBURG,Free State
SALVO PARK,,7130,FIRGROVE,Western Cape
CAPRI VILLAGE,,7975,FISH HOEK,Western Cape
CAROLWOOD,,7975,FISH HOEK,Western Cape
CLOVELLY,,7975,FISH HOEK,Western Cape
FAERIE KNOWE,,7975,FISH HOEK,Western Cape
HAZELWOOD PARK,,7975,FISH HOEK,Western Cape
IMHOFF'S GIFT,,7975,FISH HOEK,Western Cape
IMHOFFS GIFT,,7975,FISH HOEK,Western Cape
LONG BEACH VILLAGE,,7975,FISH HOEK,Western Cape
MASIPHUMELELE,,7975,FISH HOEK,Western Cape
MILKWOOD PARK,,7975,FISH HOEK,Western Cape
MILKWOODPARK,,7975,FISH HOEK,Western Cape
OCEAN VIEW,,7975,FISH HOEK,Western Cape
PEERS HILL EST,,7975,FISH HOEK,Western Cape
PEERS HILL LGD,,7975,FISH HOEK,Western Cape
RIVERSIDE GLEN,,7975,FISH HOEK,Western Cape
SCARBOROUGH,7975,,FISH HOEK,Western Cape
SILVERGLADE,,7975,FISH HOEK,Western Cape
SUNNY COVE,,7975,FISH HOEK,Western Cape
SUNNYDALE,,7975,FISH HOEK,Western Cape
THE LAKES,,7975,FISH HOEK,Western Cape
WINGATE HEIGHTS,,7975,FISH HOEK,Western Cape
KOMMETJIE,7976,7975,FISH HOEK,Western Cape
SLANGKOP,7976,,FISH HOEK,Western Cape
SOETWATER,7976,,FISH HOEK,Western Cape
SEESIG,7977,7975,FISH HOEK,Western Cape
VALYLAND,7978,,FISH HOEK,Western Cape
NOORDHOEK,7979,,FISH HOEK,Western Cape
SUN VALLEY,7985,7975,FISH HOEK,Western Cape
SUNVALLEY,7985,7975,FISH HOEK,Western Cape
KALK BAY,7990,7975,FISH HOEK,Western Cape
KALKBAAI,7990,7975,FISH HOEK,Western Cape
SIMON'S TOWN,7995,7975,FISH HOEK,Western Cape
SIMONSTAD,7995,7975,FISH HOEK,Western Cape
SIMONSTOWN,7995,7975,FISH HOEK,Western Cape
BUKAZI,4810,,FLAGSTAFF,Eastern Cape
BUMAZI,4810,,FLAGSTAFF,Eastern Cape
CEFENI,4810,,FLAGSTAFF,Eastern Cape
HLABATI,4810,,FLAGSTAFF,Eastern Cape
HLWAHLWAZI,4810,,FLAGSTAFF,Eastern Cape
KWABIPA,4810,,FLAGSTAFF,Eastern Cape
KWAKANYAYO,4810,,FLAGSTAFF,Eastern Cape
MADADA,4810,,FLAGSTAFF,Eastern Cape
MANQUZU,4810,,FLAGSTAFF,Eastern Cape
MARASHU,4810,,FLAGSTAFF,Eastern Cape
MATSHETSHA,4810,,FLAGSTAFF,Eastern Cape
MCETHENI,4810,,FLAGSTAFF,Eastern Cape
MGODINI,4810,,FLAGSTAFF,Eastern Cape
MKAMELA,4810,,FLAGSTAFF,Eastern Cape
MSELENI,4810,,FLAGSTAFF,Eastern Cape
MTONTSASA,4810,,FLAGSTAFF,Eastern Cape
MXOKOZWENI,4810,,FLAGSTAFF,Eastern Cape
NKOZO,4810,,FLAGSTAFF,Eastern Cape
NTLENZI,4810,,FLAGSTAFF,Eastern Cape
NTOLA,4810,,FLAGSTAFF,Eastern Cape
RHEEDERSPOS,4810,,FLAGSTAFF,Eastern Cape
ROCKY VALLEY,4810,,FLAGSTAFF,Eastern Cape
SWANI RIDGE,4810,,FLAGSTAFF,Eastern Cape
TONTI,4810,,FLAGSTAFF,Eastern Cape
TWAZI,4810,,FLAGSTAFF,Eastern Cape
HOLY CROSS,4811,4811,FLAGSTAFF,Eastern Cape
MFUNDISWENI,4812,4812,FLAGSTAFF,Eastern Cape
BUNGENI,4813,,FLAGSTAFF,Eastern Cape
MKAMBATI,4814,,FLAGSTAFF,Eastern Cape
PALMERTON,4821,,FLAGSTAFF,Eastern Cape
MARAISBURG,1700,1709,FLORIDA,Gauteng
RIDGEVIEW,1701,,FLORIDA,Gauteng
FLORIDA GLEN,1708,1709,FLORIDA,Gauteng
BERGBRON EXT 1,,1709,FLORIDA,Gauteng
BERGBRON UIT 1,,1709,FLORIDA,Gauteng
BERGBRON EXT 12,,1709,FLORIDA,Gauteng
BERGBRON UIT 12,,1709,FLORIDA,Gauteng
BERGBRON EXT 19,,1709,FLORIDA,Gauteng
BERGBRON UIT 19,,1709,FLORIDA,Gauteng
BERGBRON EXT 2,,1709,FLORIDA,Gauteng
BERGBRON UIT 2,,1709,FLORIDA,Gauteng
BERGBRON EXT 3,,1709,FLORIDA,Gauteng
BERGBRON UIT 3,,1709,FLORIDA,Gauteng
BERGBRON EXT 4,,1709,FLORIDA,Gauteng
BERGBRON UIT 4,,1709,FLORIDA,Gauteng
BERGBRON EXT 8,,1709,FLORIDA,Gauteng
BERGBRON UIT 8,,1709,FLORIDA,Gauteng
BERGBRON EXT 9,,1709,FLORIDA,Gauteng
BERGBRON UIT 9,,1709,FLORIDA,Gauteng
CONSOLIDATED MAIN REEF,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF EXT 1,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF UIT 1,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF EXT 10,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF UIT 10,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF EXT 12,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF UIT 12,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF EXT 3,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF UIT 3,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF EXT 7,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF UIT 7,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF EXT 8,,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF UIT 8,,1709,FLORIDA,Gauteng
DELAREY EXT 1,,1709,FLORIDA,Gauteng
DELAREY UIT 1,,1709,FLORIDA,Gauteng
DISCOVERY,,1709,FLORIDA,Gauteng
DISCOVERY EXT 10,,1709,FLORIDA,Gauteng
DISCOVERY UIT 10,,1709,FLORIDA,Gauteng
DISCOVERY EXT 11,,1709,FLORIDA,Gauteng
DISCOVERY UIT 11,,1709,FLORIDA,Gauteng
DISCOVERY EXT 15,,1709,FLORIDA,Gauteng
DISCOVERY UIT 15,,1709,FLORIDA,Gauteng
DISCOVERY EXT 2,,1709,FLORIDA,Gauteng
DISCOVERY UIT 2,,1709,FLORIDA,Gauteng
DISCOVERY EXT 3,,1709,FLORIDA,Gauteng
DISCOVERY UIT 3,,1709,FLORIDA,Gauteng
DISCOVERY EXT 6,,1709,FLORIDA,Gauteng
DISCOVERY UIT 6,,1709,FLORIDA,Gauteng
DISCOVERY EXT 7,,1709,FLORIDA,Gauteng
DISCOVERY UIT 7,,1709,FLORIDA,Gauteng
DISCOVERY EXT 8,,1709,FLORIDA,Gauteng
DISCOVERY UIT 8,,1709,FLORIDA,Gauteng
DISCOVERY EXT 9,,1709,FLORIDA,Gauteng
DISCOVERY UIT 9,,1709,FLORIDA,Gauteng
FLEURHOF,,1709,FLORIDA,Gauteng
FLORA PARK,,1709,FLORIDA,Gauteng
FLORAPARK,,1709,FLORIDA,Gauteng
FLORACLIFFE,,1709,FLORIDA,Gauteng
FLOREX,,1709,FLORIDA,Gauteng
FLORIDA EXT,,1709,FLORIDA,Gauteng
FLORIDA UIT,,1709,FLORIDA,Gauteng
FLORIDA EXT 11,,1709,FLORIDA,Gauteng
FLORIDA UIT 11,,1709,FLORIDA,Gauteng
FLORIDA EXT 12,,1709,FLORIDA,Gauteng
FLORIDA UIT 12,,1709,FLORIDA,Gauteng
FLORIDA EXT 2,,1709,FLORIDA,Gauteng
FLORIDA UIT 2,,1709,FLORIDA,Gauteng
FLORIDA EXT 3,,1709,FLORIDA,Gauteng
FLORIDA UIT 3,,1709,FLORIDA,Gauteng
FLORIDA EXT 4,,1709,FLORIDA,Gauteng
FLORIDA UIT 4,,1709,FLORIDA,Gauteng
FLORIDA EXT 80,,1709,FLORIDA,Gauteng
FLORIDA UIT 80,,1709,FLORIDA,Gauteng
FLORIDA EXT 9,,1709,FLORIDA,Gauteng
FLORIDA UIT 9,,1709,FLORIDA,Gauteng
FLORIDA HILLS EXT 14,,1709,FLORIDA,Gauteng
FLORIDA HILLS UIT 14,,1709,FLORIDA,Gauteng
FLORIDA HILLS EXT 2,,1709,FLORIDA,Gauteng
FLORIDA HILLS UIT 2,,1709,FLORIDA,Gauteng
FLORIDA LAKE,,1709,FLORIDA,Gauteng
FLORIDAMEER,,1709,FLORIDA,Gauteng
FLORIDA NORTH,,1709,FLORIDA,Gauteng
FLORIDA-NOORD,,1709,FLORIDA,Gauteng
FLORIDA PARK,,1709,FLORIDA,Gauteng
FLORIDA PARK EXT 1,,1709,FLORIDA,Gauteng
FLORIDA PARK UIT 1,,1709,FLORIDA,Gauteng
FLORIDA PARK EXT 2,,1709,FLORIDA,Gauteng
FLORIDA PARK UIT 2,,1709,FLORIDA,Gauteng
FLORIDA PARK EXT 3,,1709,FLORIDA,Gauteng
FLORIDA PARK UIT 3,,1709,FLORIDA,Gauteng
FLORIDA PARK EXT 5,,1709,FLORIDA,Gauteng
FLORIDA PARK UIT 5,,1709,FLORIDA,Gauteng
FLORIDA PARK EXT 6,,1709,FLORIDA,Gauteng
FLORIDA PARK UIT 6,,1709,FLORIDA,Gauteng
FLORIDA VIEW,,1709,FLORIDA,Gauteng
INDUSTRIA NORTH,,1709,FLORIDA,Gauteng
INDUSTRIA-NOORD,,1709,FLORIDA,Gauteng
KLOOFENDAL,,1709,FLORIDA,Gauteng
LEAGLEN,,1709,FLORIDA,Gauteng
LEE-GLEN,,1709,FLORIDA,Gauteng
NORTHCLIFF EXT 19,,1709,FLORIDA,Gauteng
NORTHCLIFF UIT 19,,1709,FLORIDA,Gauteng
NORTHCLIFF EXT 20,,1709,FLORIDA,Gauteng
NORTHCLIFF UIT 20,,1709,FLORIDA,Gauteng
NORTHCLIFF EXT 25,,1709,FLORIDA,Gauteng
NORTHCLIFF UIT 25,,1709,FLORIDA,Gauteng
ONTDEKKERSPARK,,1709,FLORIDA,Gauteng
QUELLERINA,,1709,FLORIDA,Gauteng
RAND LEASES MINE,,1709,FLORIDA,Gauteng
ROBERTVILLE,,1709,FLORIDA,Gauteng
ROBERTVILLE EXT 3,,1709,FLORIDA,Gauteng
ROBERTVILLE UIT 3,,1709,FLORIDA,Gauteng
SELWYN,,1709,FLORIDA,Gauteng
STORMMILL,,1709,FLORIDA,Gauteng
STORMVILLE,,1709,FLORIDA,Gauteng
UNIFIED,,1709,FLORIDA,Gauteng
UNIFIED EXT 4,,1709,FLORIDA,Gauteng
UNIFIED UIT 4,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 1,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 1,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 10,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 10,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 11,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 11,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 12,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 12,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 13,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 13,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 14,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 14,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 15,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 15,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 16,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 16,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 17,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 17,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 18,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 18,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 19,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 19,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 2,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 2,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 20,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 20,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 21,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 21,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 22,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 22,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 23,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 23,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 24,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 24,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 25,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 25,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 26,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 26,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 27,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 27,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 28,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 28,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 29,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 29,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 3,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 3,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 30,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 30,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 31,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 31,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 32,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 32,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 33,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 33,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 34,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 34,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 35,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 35,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 36,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 36,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 37,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 37,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 38,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 38,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 39,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 39,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 4,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 4,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 40,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 40,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 41,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 41,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 42,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 42,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 43,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 43,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 44,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 44,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 45,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 45,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 46,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 46,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 47,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 47,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 48,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 48,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 49,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 49,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 5,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 5,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 50,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 50,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 51,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 51,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 56,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 56,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 6,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 6,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 62,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 62,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 7,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 7,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 73,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 73,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 8,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 8,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 84,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 84,,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 9,,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 9,,1709,FLORIDA,Gauteng
WHITE RIDGE,,1709,FLORIDA,Gauteng
FLEURHOF EXT 2,1710,1709,FLORIDA,Gauteng
FLEURHOF UIT 2,1710,1709,FLORIDA,Gauteng
FLEURHOF EXT 3,1710,1709,FLORIDA,Gauteng
FLEURHOF UIT 3,1710,1709,FLORIDA,Gauteng
FLEURHOF EXT 6,1710,1709,FLORIDA,Gauteng
FLEURHOF UIT 6,1710,1709,FLORIDA,Gauteng
FLORIDA EXT 10,1710,1709,FLORIDA,Gauteng
FLORIDA UIT 10,1710,1709,FLORIDA,Gauteng
ANSFRERE,1711,1709,FLORIDA,Gauteng
BERGBRON,1712,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF,1715,1709,FLORIDA,Gauteng
CONSTANTIA KLOOF EXT 5,1715,1709,FLORIDA,Gauteng
CONSTANTIAKLOOF UIT 5,1715,1709,FLORIDA,Gauteng
DEVON VALLEY,1715,,FLORIDA,Gauteng
PALM COURT,1715,,FLORIDA,Gauteng
WELTEVREDENPARK,1715,1709,FLORIDA,Gauteng
WELTEVREDENPARK EXT 100,1715,1709,FLORIDA,Gauteng
WELTEVREDENPARK UIT 100,1715,1709,FLORIDA,Gauteng
FLORIDA HILLS,1716,1709,FLORIDA,Gauteng
FLORIDA HILLS EXT 4,1716,1709,FLORIDA,Gauteng
FLORIDA HEUWELS UIT 4,1716,1709,FLORIDA,Gauteng
ALLEN'S NEK,1737,1709,FLORIDA,Gauteng
DELAREY,2114,1709,FLORIDA,Gauteng
FOCHVILLE CENTRAL,2514,,FOCHVILLE,North West
FOCHVILLE SENTRAAL,2514,,FOCHVILLE,North West
FOCHVILLE,2515,2515,FOCHVILLE,North West
FOCHVILLE EXT 1,2515,2515,FOCHVILLE,North West
FOCHVILLE UIT 1,2515,2515,FOCHVILLE,North West
FOCHVILLE EXT 2,2515,2515,FOCHVILLE,North West
FOCHVILLE UIT 2,2515,2515,FOCHVILLE,North West
FOCHVILLE EXT 3,2515,2515,FOCHVILLE,North West
FOCHVILLE UIT 3,2515,2515,FOCHVILLE,North West
FOCHVILLE EXT 4,2515,2515,FOCHVILLE,North West
FOCHVILLE UIT 4,2515,2515,FOCHVILLE,North West
FOCHVILLE EXT 5,2515,2515,FOCHVILLE,North West
FOCHVILLE UIT 5,2515,2515,FOCHVILLE,North West
KOKOSI,2515,2515,FOCHVILLE,North West
KOKOSI EXT 1,2515,2515,FOCHVILLE,North West
KOKOSI UIT 1,2515,2515,FOCHVILLE,North West
KOKOSI EXT 2,2515,2515,FOCHVILLE,North West
KOKOSI UIT 2,2515,2515,FOCHVILLE,North West
KOKOSI EXT 3,2515,2515,FOCHVILLE,North West
KOKOSI UIT 3,2515,2515,FOCHVILLE,North West
KOKOSI EXT 4,2515,2515,FOCHVILLE,North West
KOKOSI UIT 4,2515,2515,FOCHVILLE,North West
KOKOSI EXT 5,,2515,FOCHVILLE,North West
KOKOSI UIT 5,,2515,FOCHVILLE,North West
FORT BEAUFORT,5720,5720,FORT BEAUFORT,Eastern Cape
HILLSIDE,5720,,FORT BEAUFORT,Eastern Cape
NEWTOWN,,5720,FORT BEAUFORT,Eastern Cape
POST RETIEF,5720,,FORT BEAUFORT,Eastern Cape
HEALDTOWN,5730,,FORT BEAUFORT,Eastern Cape
FORT MURRAY,5602,,FORT MURRAY,Eastern Cape
CLARENS,9707,9707,FOURIESBURG,Free State
FOURIESBURG,9725,9725,FOURIESBURG,Free State
GREENLAND,9725,9725,FOURIESBURG,Free State
GROENLAND,9725,9725,FOURIESBURG,Free State
IPOKELLENG,,9725,FOURIESBURG,Free State
MASHAENG,9725,9725,FOURIESBURG,Free State
DAINFERN,2055,2191,FOURWAYS,Gauteng
DAINFERN EXT 19,2055,2191,FOURWAYS,Gauteng
DAINFERN UIT 19,2055,2191,FOURWAYS,Gauteng
DAINFERN VALLEY,2055,2191,FOURWAYS,Gauteng
DAINFERNVALLEI,2055,2191,FOURWAYS,Gauteng
DAINFERN NORTH,2174,,FOURWAYS,Gauteng
DAINFERN-NOORD,2174,,FOURWAYS,Gauteng
BEVERLEY,,2191,FOURWAYS,Gauteng
DAINFERN RIDGE,,2191,FOURWAYS,Gauteng
DAINFERNRIF,,2191,FOURWAYS,Gauteng
MAROELADAL EXT 12,,2191,FOURWAYS,Gauteng
MAROELADAL UIT 12,,2191,FOURWAYS,Gauteng
MAROELADAL EXT 17,,2191,FOURWAYS,Gauteng
MAROELADAL UIT 17,,2191,FOURWAYS,Gauteng
MAROELADAL EXT 19,,2191,FOURWAYS,Gauteng
MAROELADAL UIT 19,,2191,FOURWAYS,Gauteng
MAROELADAL EXT 36,,2191,FOURWAYS,Gauteng
