suburb,postal_code,street_code,place,province
CELTISDAL EXT 25,149,157,WIERDAPARK,Gauteng
CELTISDAL UIT 25,149,157,WIERDAPARK,Gauteng
MNANDI,149,157,WIERDAPARK,Gauteng
MONAVONI,149,157,WIERDAPARK,Gauteng
WIERDAPARK EXT 1,149,157,WIERDAPARK,Gauteng
WIERDAPARK UIT 1,149,157,WIERDAPARK,Gauteng
WIERDAPARK EXT 2,149,157,WIERDAPARK,Gauteng
WIERDAPARK UIT 2,149,157,WIERDAPARK,Gauteng
WIERDAPARK EXT 5,149,157,WIERDAPARK,Gauteng
WIERDAPARK UIT 5,149,157,WIERDAPARK,Gauteng
WIERDAPARK EXT 6,149,157,WIERDAPARK,Gauteng
WIERDAPARK UIT 6,149,157,WIERDAPARK,Gauteng
CELTISDAL EXT,,157,WIERDAPARK,Gauteng
CELTISDAL UIT,,157,WIERDAPARK,Gauteng
CELTISDAL EXT 11,,157,WIERDAPARK,Gauteng
CELTISDAL UIT 11,,157,WIERDAPARK,Gauteng
WIERDA GLEN,,157,WIERDAPARK,Gauteng
HEUWELOORD,173,157,WIERDAPARK,Gauteng
HEUWELOORD EXT 2,173,157,WIERDAPARK,Gauteng
HEUWELOORD UIT 2,173,157,WIERDAPARK,Gauteng
HEUWELOORD EXT 3,173,157,WIERDAPARK,Gauteng
HEUWELOORD UIT 3,173,157,WIERDAPARK,Gauteng
HEUWELOORD EXT 4,173,157,WIERDAPARK,Gauteng
HEUWELOORD UIT 4,173,157,WIERDAPARK,Gauteng
DOWN,,6445,WILLOWMORE,Eastern Cape
KLEURLING WOONBUURT,,6445,WILLOWMORE,Eastern Cape
MANDELA SQUARE,,6445,WILLOWMORE,Eastern Cape
VAALBLOK,,6445,WILLOWMORE,Eastern Cape
WILLOWMORE,6445,6445,WILLOWMORE,Eastern Cape
FULLARTON,6446,,WILLOWMORE,Eastern Cape
MILLER,6447,,WILLOWMORE,Eastern Cape
STUDTIS,6451,,WILLOWMORE,Eastern Cape
LULET,6452,,WILLOWMORE,Eastern Cape
COLESKEPLAAS,6454,,WILLOWMORE,Eastern Cape
CIKO,5040,,WILLOWVALE,Eastern Cape
EBHOTWE,5040,,WILLOWVALE,Eastern Cape
JUJURA,5040,,WILLOWVALE,Eastern Cape
NTLANZINI,5040,,WILLOWVALE,Eastern Cape
NYOKANA,5040,,WILLOWVALE,Eastern Cape
QHORHA,5040,,WILLOWVALE,Eastern Cape
QORA MOUTH,5040,,WILLOWVALE,Eastern Cape
SHIXINI,5040,,WILLOWVALE,Eastern Cape
MHLAHLANE,5041,5041,WILLOWVALE,Eastern Cape
BOJENI,5042,,WILLOWVALE,Eastern Cape
NCIZELE,5043,,WILLOWVALE,Eastern Cape
WINBURG,9420,9420,WINBURG,Free State
MAKELEKETLA,9421,9420,WINBURG,Free State
HEBRON PARK,8510,,WINDSORTON,Northern Cape
KUTLWANO,8510,,WINDSORTON,Northern Cape
WINDSORTON,8510,8510,WINDSORTON,Northern Cape
KASTEELSIG,153,,WINGATE PARK,Gauteng
WINGATE PARK EXT 1,153,181,WINGATE PARK,Gauteng
WINGATE PARK UIT 1,153,181,WINGATE PARK,Gauteng
LOVU,4145,4126,WINKLESPRUIT,KwaZulu Natal
PANORAMA PARK,4145,4126,WINKLESPRUIT,KwaZulu Natal
DRAGON PEAKS,3331,,WINTERTON,KwaZulu Natal
CEDARWOOD,3340,,WINTERTON,KwaZulu Natal
CHAMPAGNE VALLEY,3340,,WINTERTON,KwaZulu Natal
DRAKENSBURG GARDEN,3340,,WINTERTON,KwaZulu Natal
KHETANI,,3340,WINTERTON,KwaZulu Natal
ZUNCKELS,3341,,WINTERTON,KwaZulu Natal
CATHEDRAL PEAK,3342,,WINTERTON,KwaZulu Natal
EMMAUS,3343,,WINTERTON,KwaZulu Natal
KLARINET,1019,,WITBANK,Mpumalanga
BLACKHILL,1032,,WITBANK,Mpumalanga
COALVILLE,1033,,WITBANK,Mpumalanga
BLANCHEVILLE,,1034,WITBANK,Mpumalanga
DEL JUDOR EXT 1,,1034,WITBANK,Mpumalanga
DEL JUDOR UIT 1,,1034,WITBANK,Mpumalanga
DEL JUDOR EXT 12,,1034,WITBANK,Mpumalanga
DEL JUDOR UIT 12,,1034,WITBANK,Mpumalanga
DEL JUDOR EXT 23,,1034,WITBANK,Mpumalanga
DEL JUDOR UIT 23,,1034,WITBANK,Mpumalanga
DEL JUDOR EXT 3,,1034,WITBANK,Mpumalanga
DEL JUDOR UIT 3,,1034,WITBANK,Mpumalanga
DEL JUDOR EXT 5,,1034,WITBANK,Mpumalanga
DEL JUDOR UIT 5,,1034,WITBANK,Mpumalanga
DIE HEUWEL EXT 4,,1034,WITBANK,Mpumalanga
DIE HEUWEL UIT 4,,1034,WITBANK,Mpumalanga
DUVHA PARK,,1034,WITBANK,Mpumalanga
EDEN PARK,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 1,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 1,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 10,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 10,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 12,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 12,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 16,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 16,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 17,1034,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 17,1034,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 18,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 18,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 2,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 2,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 20,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 20,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 23,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 23,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 25,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 25,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 3,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 3,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 4,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 4,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 5,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 5,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 60,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 60,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 8,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 8,,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 9,,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 9,,1034,WITBANK,Mpumalanga
FRANSVILLE,,1034,WITBANK,Mpumalanga
HOEVELD PARK,,1034,WITBANK,Mpumalanga
KLIPFONTEIN,,1034,WITBANK,Mpumalanga
KLIPFONTEIN EXT 16,1034,1034,WITBANK,Mpumalanga
KLIPFONTEIN UIT 16,1034,1034,WITBANK,Mpumalanga
KLIPFONTEIN EXT 41,,1034,WITBANK,Mpumalanga
KLIPFONTEIN UIT 41,,1034,WITBANK,Mpumalanga
KLIPFONTEIN EXT 8,,1034,WITBANK,Mpumalanga
KLIPFONTEIN UIT 8,,1034,WITBANK,Mpumalanga
LYNNVILLE,,1034,WITBANK,Mpumalanga
LYNNVILLE EXT,,1034,WITBANK,Mpumalanga
LYNNVILLE UIT,,1034,WITBANK,Mpumalanga
MODELPARK,,1034,WITBANK,Mpumalanga
SCHOONGEZICHT,,1034,WITBANK,Mpumalanga
TASBET PARK EXT 6,,1034,WITBANK,Mpumalanga
TASBET PARK UIT 6,,1034,WITBANK,Mpumalanga
THUSHANANG,,1034,WITBANK,Mpumalanga
VENTRAL GARDENS,,1034,WITBANK,Mpumalanga
VOSMAN,,1034,WITBANK,Mpumalanga
WITBANK EXT 1,,1034,WITBANK,Mpumalanga
WITBANK UIT 1,,1034,WITBANK,Mpumalanga
WITBANK EXT 10,,1034,WITBANK,Mpumalanga
WITBANK UIT 10,,1034,WITBANK,Mpumalanga
WITBANK EXT 12,,1034,WITBANK,Mpumalanga
WITBANK UIT 12,,1034,WITBANK,Mpumalanga
WITBANK EXT 16,,1034,WITBANK,Mpumalanga
WITBANK UIT 16,,1034,WITBANK,Mpumalanga
WITBANK EXT 17,1034,1034,WITBANK,Mpumalanga
WITBANK UIT 17,1034,1034,WITBANK,Mpumalanga
WITBANK EXT 18,,1034,WITBANK,Mpumalanga
WITBANK UIT 18,,1034,WITBANK,Mpumalanga
WITBANK EXT 2,,1034,WITBANK,Mpumalanga
WITBANK UIT 2,,1034,WITBANK,Mpumalanga
WITBANK EXT 20,,1034,WITBANK,Mpumalanga
WITBANK UIT 20,,1034,WITBANK,Mpumalanga
WITBANK EXT 23,,1034,WITBANK,Mpumalanga
WITBANK UIT 23,,1034,WITBANK,Mpumalanga
WITBANK EXT 25,,1034,WITBANK,Mpumalanga
WITBANK UIT 25,,1034,WITBANK,Mpumalanga
WITBANK EXT 3,,1034,WITBANK,Mpumalanga
WITBANK UIT 3,,1034,WITBANK,Mpumalanga
WITBANK EXT 4,,1034,WITBANK,Mpumalanga
WITBANK UIT 4,,1034,WITBANK,Mpumalanga
WITBANK EXT 5,,1034,WITBANK,Mpumalanga
WITBANK UIT 5,,1034,WITBANK,Mpumalanga
WITBANK EXT 60,,1034,WITBANK,Mpumalanga
WITBANK UIT 60,,1034,WITBANK,Mpumalanga
WITBANK EXT 8,,1034,WITBANK,Mpumalanga
WITBANK UIT 8,,1034,WITBANK,Mpumalanga
WITBANK EXT 9,,1034,WITBANK,Mpumalanga
WITBANK UIT 9,,1034,WITBANK,Mpumalanga
BANKENVELD,1035,,WITBANK,Mpumalanga
DEL JUDOR EXT 17,1035,1034,WITBANK,Mpumalanga
DEL JUDOR UIT 17,1035,1034,WITBANK,Mpumalanga
DUVHA PARK EXT 2,1035,1034,WITBANK,Mpumalanga
DUVHA PARK UIT 2,1035,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 41,1035,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 41,1035,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 49,1035,1034,WITBANK,Mpumalanga
EMALAHLENI UIT 49,1035,1034,WITBANK,Mpumalanga
EMALAHLENI EXT 7,1035,1039,WITBANK,Mpumalanga
EMALAHLENI UIT 7,1035,1039,WITBANK,Mpumalanga
JACKAROO PARK,1035,1035,WITBANK,Mpumalanga
JACKAROOPARK,1035,1035,WITBANK,Mpumalanga
KLARINET EXT 3,1035,1039,WITBANK,Mpumalanga
KLARINET UIT 3,1035,1039,WITBANK,Mpumalanga
KLARINET EXT 4,1035,1039,WITBANK,Mpumalanga
KLARINET UIT 4,1035,1039,WITBANK,Mpumalanga
KLARINET EXT 6,1035,1034,WITBANK,Mpumalanga
KLARINET UIT 6,1035,1034,WITBANK,Mpumalanga
RANDAL RIDGE,1035,1035,WITBANK,Mpumalanga
RANDALRIF,1035,1035,WITBANK,Mpumalanga
TASBET PARK EXT 12,1035,1034,WITBANK,Mpumalanga
TASBET PARK UIT 12,1035,1034,WITBANK,Mpumalanga
WITBANK EXT 41,1035,1034,WITBANK,Mpumalanga
WITBANK UIT 41,1035,1034,WITBANK,Mpumalanga
WITBANK EXT 7,1035,1039,WITBANK,Mpumalanga
WITBANK UIT 7,1035,1039,WITBANK,Mpumalanga
CLEWER,1036,,WITBANK,Mpumalanga
BALMORAL,1037,,WITBANK,Mpumalanga
LERAATSFONTEIN,1038,1034,WITBANK,Mpumalanga
ACKERVILLE,1039,1039,WITBANK,Mpumalanga
EMALAHLENI,1039,1039,WITBANK,Mpumalanga
KWAGUQA EXT 1,1039,1039,WITBANK,Mpumalanga
KWAGUQA UIT 1,1039,1039,WITBANK,Mpumalanga
KWAGUQA EXT 11,1039,1039,WITBANK,Mpumalanga
KWAGUQA UIT 11,1039,1039,WITBANK,Mpumalanga
KWAGUQA EXT 16,1039,1039,WITBANK,Mpumalanga
KWAGUQA UIT 16,1039,1039,WITBANK,Mpumalanga
KWAGUQA EXT 18,1039,1039,WITBANK,Mpumalanga
KWAGUQA UIT 18,1039,1039,WITBANK,Mpumalanga
KWAGUQA EXT 2,1039,1039,WITBANK,Mpumalanga
KWAGUQA UIT 2,1039,1039,WITBANK,Mpumalanga
KWAGUQA EXT 4,1039,1039,WITBANK,Mpumalanga
KWAGUQA UIT 4,1039,1039,WITBANK,Mpumalanga
ZWELIHLE,1039,,WITBANK,Mpumalanga
TASBET PARK,1040,1034,WITBANK,Mpumalanga
TASBET PARK EXT,1040,1034,WITBANK,Mpumalanga
TASBET PARK UIT,1040,1034,WITBANK,Mpumalanga
TASBET PARK EXT 1,1040,1034,WITBANK,Mpumalanga
TASBET PARK UIT 1,1040,1034,WITBANK,Mpumalanga
TASBET PARK EXT 2,1040,1034,WITBANK,Mpumalanga
TASBET PARK UIT 2,1040,1034,WITBANK,Mpumalanga
TASBET PARK EXT 3,1040,1034,WITBANK,Mpumalanga
TASBET PARK UIT 3,1040,1034,WITBANK,Mpumalanga
DIE HEUWEL,1042,1034,WITBANK,Mpumalanga
RIVER CRESCENT,1042,,WITBANK,Mpumalanga
STAALVELD,1043,,WITBANK,Mpumalanga
DEL JUDOR,1044,1034,WITBANK,Mpumalanga
DEL JUDOR EXT,1044,,WITBANK,Mpumalanga
DEL JUDOR UIT,1044,,WITBANK,Mpumalanga
DEL JUDOR EXT 11,,1044,WITBANK,Mpumalanga
DEL JUDOR UIT 11,,1044,WITBANK,Mpumalanga
DEL JUDOR EXT 2,1044,,WITBANK,Mpumalanga
DEL JUDOR UIT 2,1044,,WITBANK,Mpumalanga
DEL JUDOR EXT 4,1044,1034,WITBANK,Mpumalanga
DEL JUDOR UIT 4,1044,1034,WITBANK,Mpumalanga
HLALANIKAHLE,1045,1039,WITBANK,Mpumalanga
HLALANIKAHLE EXT 2,1045,1045,WITBANK,Mpumalanga
HLALANIKAHLE UIT 2,1045,1045,WITBANK,Mpumalanga
HLALANIKAHLE EXT 3,1045,1045,WITBANK,Mpumalanga
HLALANIKAHLE UIT 3,1045,1045,WITBANK,Mpumalanga
HLALANIKAHLE EXT 4,1045,1045,WITBANK,Mpumalanga
HLALANIKAHLE UIT 4,1045,1045,WITBANK,Mpumalanga
KWAGUQA EXT 14,1045,1039,WITBANK,Mpumalanga
KWAGUQA UIT 14,1045,1039,WITBANK,Mpumalanga
LANGKLOOF,1046,,WITBANK,Mpumalanga
SEHLAKWANE,1047,,WITBANK,Mpumalanga
PINE RIDGE,1048,,WITBANK,Mpumalanga
REYNO RIDGE,1049,1049,WITBANK,Mpumalanga
REYNORIF,1049,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT,1049,1049,WITBANK,Mpumalanga
REYNORIF UIT,1049,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 1,1049,1049,WITBANK,Mpumalanga
REYNORIF UIT 1,1049,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 10,,1049,WITBANK,Mpumalanga
REYNORIF UIT 10,,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 11,,1049,WITBANK,Mpumalanga
REYNORIF UIT 11,,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 13,,1049,WITBANK,Mpumalanga
REYNORIF UIT 13,,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 2,,1049,WITBANK,Mpumalanga
REYNORIF UIT 2,,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 24,1049,1049,WITBANK,Mpumalanga
REYNORIF UIT 24,1049,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 3,,1049,WITBANK,Mpumalanga
REYNORIF UIT 3,,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 4,,1049,WITBANK,Mpumalanga
REYNORIF UIT 4,,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 5,,1049,WITBANK,Mpumalanga
REYNORIF UIT 5,,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 6,,1049,WITBANK,Mpumalanga
REYNORIF UIT 6,,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 7,,1049,WITBANK,Mpumalanga
REYNORIF UIT 7,,1049,WITBANK,Mpumalanga
REYNO RIDGE EXT 9,,1049,WITBANK,Mpumalanga
REYNORIF UIT 9,,1049,WITBANK,Mpumalanga
NEBO,1059,,WITBANK,Mpumalanga
EMALAHLENI NORTH,1072,1034,WITBANK,Mpumalanga
EMALAHLENI-NOORD,1072,1034,WITBANK,Mpumalanga
WITBANK NORTH,1072,1034,WITBANK,Mpumalanga
WITBANK-NOORD,1072,1034,WITBANK,Mpumalanga
KWAGUQA,1073,1073,WITBANK,Mpumalanga
KWAGUQA EXT 10,1073,1073,WITBANK,Mpumalanga
KWAGUQA UIT 10,1073,1073,WITBANK,Mpumalanga
KWAGUQA EXT 3,1073,1073,WITBANK,Mpumalanga
KWAGUQA UIT 3,1073,1073,WITBANK,Mpumalanga
KWAGUQA EXT 5,1073,1073,WITBANK,Mpumalanga
KWAGUQA UIT 5,1073,1073,WITBANK,Mpumalanga
KWAGUQA EXT 7,1073,1073,WITBANK,Mpumalanga
KWAGUQA UIT 7,1073,1073,WITBANK,Mpumalanga
KWAGUQA PHASE 4,1073,1073,WITBANK,Mpumalanga
KWAGUQA FASE 4,1073,1073,WITBANK,Mpumalanga
MOHLODI,1074,,WITBANK,Mpumalanga
MOTSELEOPE,1075,,WITBANK,Mpumalanga
MOTSELEPOE,1075,,WITBANK,Mpumalanga
PAKANENG,1076,,WITBANK,Mpumalanga
PHOKOANE,1077,,WITBANK,Mpumalanga
KRANSPOORT,1080,,WITBANK,Mpumalanga
LODING,1081,,WITBANK,Mpumalanga
MPAKE,1082,,WITBANK,Mpumalanga
MEERLUS,1090,,WITBANK,Mpumalanga
ARNOT COLLIERY,1097,,WITBANK,Mpumalanga
DRAAIKRAAL,1112,,WITBANK,Mpumalanga
SUNDRA,2200,,WITBANK,Mpumalanga
DELMAS,2210,2210,WITBANK,Mpumalanga
KENDAL,2225,2225,WITBANK,Mpumalanga
VOLTARGO,2226,,WITBANK,Mpumalanga
OGIES,2230,2230,WITBANK,Mpumalanga
BLINKPAN,2250,,WITBANK,Mpumalanga
WITKOPPEN EXT 17,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN UIT 17,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN EXT 2,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN UIT 2,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN EXT 21,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN UIT 21,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN EXT 3,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN UIT 3,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN EXT 4,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN UIT 4,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN EXT 6,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN UIT 6,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN EXT 7,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN UIT 7,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN EXT 9,2068,2191,WITKOPPEN,Gauteng
WITKOPPEN UIT 9,2068,2191,WITKOPPEN,Gauteng
WITMOS,5825,,WITMOS,Eastern Cape
MOKODUMELA,9868,9868,WITSIESHOEK,Free State
BOIKETLO,9869,,WITSIESHOEK,Free State
KENZINTOWN,,9869,WITSIESHOEK,Free State
LUSAKA,9869,,WITSIESHOEK,Free State
MABOLELA,9869,,WITSIESHOEK,Free State
MAKENENG,9869,,WITSIESHOEK,Free State
MASALENG,9869,,WITSIESHOEK,Free State
MATLAKENG,9869,,WITSIESHOEK,Free State
MATSHEKHENG,9869,,WITSIESHOEK,Free State
MATSIKENG,9869,,WITSIESHOEK,Free State
MONONTSHA,9869,,WITSIESHOEK,Free State
NAMAHADI,9869,,WITSIESHOEK,Free State
QHOLAQHWE,9869,,WITSIESHOEK,Free State
THABA BOSIU,9869,,WITSIESHOEK,Free State
THABABUSIHO,9869,,WITSIESHOEK,Free State
THABANA TSHOANA,9869,,WITSIESHOEK,Free State
THABANA TSOANA,9869,,WITSIESHOEK,Free State
THIBELLA,9869,,WITSIESHOEK,Free State
CLUBVIEW,9870,,WITSIESHOEK,Free State
DITHOTANENG,,9870,WITSIESHOEK,Free State
MANDELA PARK,9870,,WITSIESHOEK,Free State
MANDELAPARK,9870,,WITSIESHOEK,Free State
PABALONG,9870,,WITSIESHOEK,Free State
THABONG,9870,,WITSIESHOEK,Free State
WITSIESHOEK,9870,9869,WITSIESHOEK,Free State
DIKGAKENG,9872,,WITSIESHOEK,Free State
TSESENG,9875,,WITSIESHOEK,Free State
TSHESENG,9875,,WITSIESHOEK,Free State
DIQHOBONG,9876,,WITSIESHOEK,Free State
MASECHABA,9877,,WITSIESHOEK,Free State
IKETSETSENG,9878,,WITSIESHOEK,Free State
CHRIS HANI EXT 4,2630,,WOLMARANSSTAD,North West
CHRIS HANI UIT 4,2630,,WOLMARANSSTAD,North West
TSWELELANG,2630,2630,WOLMARANSSTAD,North West
TSWELELANG EXT 1,,2630,WOLMARANSSTAD,North West
TSWELELANG UIT 1,,2630,WOLMARANSSTAD,North West
TSWELELANG EXT 10,,2630,WOLMARANSSTAD,North West
TSWELELANG UIT 10,,2630,WOLMARANSSTAD,North West
TSWELELANG EXT 3,,2630,WOLMARANSSTAD,North West
TSWELELANG UIT 3,,2630,WOLMARANSSTAD,North West
TSWELELANG EXT 4,,2630,WOLMARANSSTAD,North West
TSWELELANG UIT 4,,2630,WOLMARANSSTAD,North West
TSWELELANG EXT 5,,2630,WOLMARANSSTAD,North West
TSWELELANG UIT 5,,2630,WOLMARANSSTAD,North West
WOLMARANSSTAD,2630,2630,WOLMARANSSTAD,North West
MONTANA,,6830,WOLSELEY,Western Cape
PINE VALLEY,,6830,WOLSELEY,Western Cape
PINE VALLEI,,6830,WOLSELEY,Western Cape
UNIVERSITY EST,,7925,WOODSTOCK,Western Cape
UNIVERSITEIT LGD,,7925,WOODSTOCK,Western Cape
WALMER EST,,7925,WOODSTOCK,Western Cape
WALMER LGD,,7925,WOODSTOCK,Western Cape
ZONNEBLOEM,,7925,WOODSTOCK,Western Cape
MCGREGOR,6708,,WORCESTER,Western Cape
MONTAGU,6720,6720,WORCESTER,Western Cape
BONNIEVALE,6730,6730,WORCESTER,Western Cape
RAWSONVILLE,6845,6845,WORCESTER,Western Cape
WORCESTER,6849,6850,WORCESTER,Western Cape
AVIAN PARK,,6850,WORCESTER,Western Cape
AVION PARK,,6850,WORCESTER,Western Cape
BERGSIG,,6850,WORCESTER,Western Cape
BLOEKOMBOS,,6850,WORCESTER,Western Cape
BRANDWAG,,6850,WORCESTER,Western Cape
ESSELEN PARK,,6850,WORCESTER,Western Cape
FAIRWAY HEIGHTS,,6850,WORCESTER,Western Cape
FAIRYGLEN,,6850,WORCESTER,Western Cape
FLORIAN PARK,,6850,WORCESTER,Western Cape
HEXPARK,,6850,WORCESTER,Western Cape
HOSPITAL HILL,,6850,WORCESTER,Western Cape
HOSPITAALHEUWEL,,6850,WORCESTER,Western Cape
HOSPITAL PARK,,6850,WORCESTER,Western Cape
HOSPITAALPARK,,6850,WORCESTER,Western Cape
INDUSTRIA,,6850,WORCESTER,Western Cape
JOHNSON PARK,,6850,WORCESTER,Western Cape
JOHNSONPARK,,6850,WORCESTER,Western Cape
JOHNSON PARK EXT 2,,6850,WORCESTER,Western Cape
JOHNSONPARK UIT 2,,6850,WORCESTER,Western Cape
KWEZI,,6850,WORCESTER,Western Cape
LANGERUG,,6850,WORCESTER,Western Cape
LEIGHTON PARK,,6850,WORCESTER,Western Cape
MANDELA SQUARE,6850,,WORCESTER,Western Cape
MEIRINGSPARK,,6850,WORCESTER,Western Cape
NEW ZWELETEMBA,,6850,WORCESTER,Western Cape
NOBELPARK,,6850,WORCESTER,Western Cape
NUWE LANGERUG,,6850,WORCESTER,Western Cape
PANORAMA,,6850,WORCESTER,Western Cape
RIVER VIEW,,6850,WORCESTER,Western Cape
RODEWAL,,6850,WORCESTER,Western Cape
ROODEWAL,,6850,WORCESTER,Western Cape
ROUX PARK,,6850,WORCESTER,Western Cape
ROUXPARK,,6850,WORCESTER,Western Cape
SOMERSET PARK,,6850,WORCESTER,Western Cape
VAN RIEBEECKPARK,,6850,WORCESTER,Western Cape
VICTORIA PARK,,6850,WORCESTER,Western Cape
HEATLIEVALE,6851,,WORCESTER,Western Cape
ZWELETEMBA,6852,6850,WORCESTER,Western Cape
DE WET,6853,,WORCESTER,Western Cape
SANDHILLS,6854,,WORCESTER,Western Cape
HEX RIVER,6855,,WORCESTER,Western Cape
HEXRIVIER,6855,,WORCESTER,Western Cape
GOUDINI ROAD,6856,,WORCESTER,Western Cape
GOUDINIWEG,6856,,WORCESTER,Western Cape
BOTHA,6857,,WORCESTER,Western Cape
BREEDE RIVER,6858,,WORCESTER,Western Cape
BREERIVIER,6858,,WORCESTER,Western Cape
OVERHEX,6859,,WORCESTER,Western Cape
PARKER'S DAM,6861,6850,WORCESTER,Western Cape
PARKERS DAM,6861,6850,WORCESTER,Western Cape
WORCESTER WEST,6862,6850,WORCESTER,Western Cape
WORCESTER-WES,6862,6850,WORCESTER,Western Cape
HAMMANSHOF,6863,,WORCESTER,Western Cape
WORCESTER WATERFRONT,6864,,WORCESTER,Western Cape
ORCHARD,6870,,WORCESTER,Western Cape
DE DOORNS,6875,6875,WORCESTER,Western Cape
FAIRWAYS,,7800,WYNBERG,Western Cape
GOLF EST,,7800,WYNBERG,Western Cape
GOLF LGD,,7800,WYNBERG,Western Cape
GOLF LINKS EST,,7800,WYNBERG,Western Cape
GOLF LINKS LGD,,7800,WYNBERG,Western Cape
MAYNARDVILLE,,7800,WYNBERG,Western Cape
LILLYDALE,1281,,XIMHUNGWE,Mpumalanga
CROQUET LAWN,1287,,XIMHUNGWE,Mpumalanga
AGINCOURT,1368,,XIMHUNGWE,Mpumalanga
TWEEFONTEIN,452,,XIPAME,Mpumalanga
WOODLANDS,,4004,YELLOWWOOD PARK,KwaZulu Natal
WESTWOOD GARDENS,4162,,YELLOWWOOD PARK,KwaZulu Natal
WOODHAVEN,4163,4004,YELLOWWOOD PARK,KwaZulu Natal
WOODHAVEN PARK,4163,4004,YELLOWWOOD PARK,KwaZulu Natal
YSTERPLAAT AIR FORCE,,7405,YSTERPLAAT,Western Cape
YSTERPLAAT AIR FORCE BASE,,7405,YSTERPLAAT,Western Cape
YSTERPLAAT LUGMAGBASIS,,7405,YSTERPLAAT,Western Cape
TAYLORPARK,,1949,ZAMDELA,Gauteng
TAYLORPARK EXT 3,,1949,ZAMDELA,Gauteng
TAYLORPARK UIT 3,,1949,ZAMDELA,Gauteng
VAN STADENSRUS,9945,,ZASTRON,Free State
ITUMELENG,9950,9950,ZASTRON,Free State
NEW LOCATION,9950,9950,ZASTRON,Free State
NUWE LOKASIE,9950,9950,ZASTRON,Free State
ZASTRON,9950,9950,ZASTRON,Free State
BOESMANSKOP,9951,,ZASTRON,Free State
GROOT-MARICO,2850,2850,ZEERUST,North West
SKUINSDRIF,2851,,ZEERUST,North West
HENRYVILLE,2865,2865,ZEERUST,North West
IKAGELENG,,2865,ZEERUST,North West
OLIENHOUT PARK,2865,2865,ZEERUST,North West
OLIENHOUTPARK,2865,2865,ZEERUST,North West
SHARIMAPARK,2865,,ZEERUST,North West
